,RealPower1,RealPower5,RealPower8,RealPower9,RealPower12,RealPower13,RealPower16,RealPower17,RealPower21,RealPower24,RealPower25,RealPower28,RealPower29,RealPower33,RealPower36,RealPower37,RealPower40,RealPower41,RealPower_42,RealPower_43,RealPower_44,RealPower_45,RealPower_46,RealPower_47,RealPower_48
1360,17.172,36.997,54.505,29.072,67.822,50.045,50.779,28.841,23.38,20.711,6.496,112.101,57.772,26.513,126.124,17.882,104.041,27.147,92.75,106.0,66.25,89.1284,133.6926,88.2944,132.4416
1361,2.944,0.394,8.496,2.608,15.679,10.111,6.765,4.992,4.516,4.894,0.364,23.307,11.402,3.131,15.313,0.619,18.624,4.454,14.73815,16.843600000000002,10.52725,20.2008,30.3012,11.026000000000002,16.539
1362,0.318,0.0,0.0,0.0,0.284,0.558,0.0,0.063,0.561,0.355,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,0.317,0.0,0.0,0.0,0.064,0.327,0.0,0.067,0.564,0.358,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,0.308,0.0,0.0,0.0,0.061,0.328,0.0,0.067,0.57,0.36,0.0,0.0,0.0,0.239,0.0,0.0,0.0,1.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,0.32,0.0,0.0,0.0,0.07,0.33,0.0,0.072,0.57,0.361,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,0.315,0.0,0.0,0.0,0.067,0.332,0.0,0.068,0.568,0.362,0.0,0.0,0.0,0.238,0.0,0.0,0.0,1.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,0.313,0.0,0.0,0.0,0.042,0.326,0.0,0.053,0.566,0.36,0.0,0.0,0.0,0.239,0.0,0.0,0.0,1.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,0.326,0.0,0.0,0.0,0.053,0.329,0.0,0.065,0.571,0.364,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,0.312,0.0,0.0,0.0,0.052,0.331,0.0,0.072,0.572,0.364,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,0.319,0.0,0.0,0.0,0.046,0.33,0.0,0.072,0.574,0.364,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,0.342,0.0,0.0,0.0,0.053,0.331,0.0,0.07,0.576,0.364,0.0,0.0,0.0,0.242,0.0,0.0,0.0,1.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,0.325,0.0,0.0,0.0,0.055,0.329,0.0,0.073,0.574,0.364,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,0.324,0.0,0.0,0.0,0.054,0.33,0.0,0.068,0.572,0.361,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,1.305,13.569,0.0,3.766,0.067,0.326,0.0,0.114,0.724,0.562,2.812,0.0,0.012,0.857,0.0,4.334,0.0,1.075,0.01435,0.0164,0.01025,0.0,0.0,0.0,0.0
1375,13.826,118.046,11.208,39.397,3.691,3.4,17.36,6.143,5.647,5.891,17.335,19.269,11.677,10.457,21.239,45.547,20.721,9.387,14.375899999999998,16.4296,10.2685,10.7164,16.0746,22.8064,34.209599999999995
1376,39.309,151.627,73.394,51.538,24.099,18.625,85.687,33.597,24.902,27.381,28.104,157.072,60.709,30.705,149.551,53.644,120.851,47.418,92.75944999999999,106.0108,66.25675,91.6512,137.4768,150.4168,225.62519999999998
1377,83.651,365.09,105.504,158.424,36.998,29.522,149.585,45.763,33.961,39.772,68.016,192.514,99.95,62.754,203.301,161.012,164.875,76.78,97.37524999999998,111.286,69.55375,109.8408,164.76119999999997,203.07240000000002,304.60859999999997
1384,7.271,6.715,19.991,8.443,35.958,28.186,18.411,10.033,7.782,7.796,1.535,55.376,24.102,4.649,36.454,2.521,39.94,11.97,72.07234999999999,82.36840000000001,51.48025,44.199200000000005,66.2988,32.2648,48.397200000000005
1385,1.46,0.0,0.808,0.234,2.367,2.438,1.072,0.893,1.707,1.624,0.178,3.706,3.095,0.966,0.601,0.204,3.137,2.481,2.0825,2.3800000000000003,1.4875,2.7492,4.1238,2.802,4.202999999999999
1386,0.32,0.0,0.0,0.0,0.064,0.327,0.0,0.053,0.566,0.355,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,0.307,0.0,0.0,0.0,0.062,0.327,0.0,0.068,0.569,0.356,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,0.314,0.0,0.0,0.0,0.066,0.328,0.0,0.066,0.571,0.358,0.0,0.0,0.0,0.239,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,0.309,0.0,0.0,0.0,0.071,0.33,0.0,0.066,0.571,0.359,0.0,0.0,0.0,0.239,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,0.33,0.0,0.0,0.0,0.055,0.332,0.0,0.069,0.572,0.36,0.0,0.0,0.0,0.238,0.0,0.0,0.0,1.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,0.313,0.0,0.0,0.0,0.052,0.332,0.0,0.072,0.576,0.364,0.0,0.0,0.0,0.241,0.0,0.0,0.0,1.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,0.301,0.0,0.0,0.0,0.057,0.33,0.0,0.058,0.574,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,0.313,0.0,0.0,0.0,0.05,0.329,0.0,0.058,0.576,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,0.311,0.0,0.0,0.0,0.049,0.33,0.0,0.067,0.576,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1395,0.324,0.0,0.0,0.0,0.052,0.327,0.0,0.067,0.576,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,0.321,0.0,0.0,0.0,0.043,0.326,0.0,0.055,0.576,0.36,0.0,0.0,0.0,0.239,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,0.328,0.0,0.0,0.0,0.049,0.327,0.0,0.057,0.57,0.356,0.021,0.0,0.0,0.236,0.0,0.009,0.0,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,1.96,29.275,0.0,3.912,0.071,0.353,0.179,0.302,1.05,0.898,2.149,0.0,0.237,0.886,0.15,7.349,1.015,1.175,0.73045,0.8348000000000001,0.52175,0.0,0.0,0.11120000000000002,0.1668
1399,17.396,147.347,29.289,46.836,3.195,2.888,33.28,16.816,12.367,12.644,21.598,43.621,18.091,16.205,72.34,51.103,57.455,14.581,56.05179999999999,64.0592,40.037,19.7252,29.5878,67.37440000000001,101.0616
1400,59.648,268.681,98.033,111.265,22.682,16.924,127.19,45.306,31.501,34.931,50.62,173.299,79.619,52.387,197.384,102.747,156.869,64.665,149.87104999999997,171.2812,107.05075,97.41760000000001,146.1264,191.12560000000002,286.6884
1408,19.09,38.136,59.069,32.346,73.97,54.667,55.765,32.031,24.607,21.591,6.797,127.612,62.951,29.35,137.681,18.939,114.501,29.611,102.90594999999999,117.6068,73.50425,106.63080000000001,159.9462,101.87440000000001,152.8116
1409,2.409,0.022,10.373,0.793,17.706,10.208,6.838,6.172,4.29,4.708,0.359,20.821,11.424,3.126,14.301,0.448,21.142,4.08,18.080299999999998,20.663200000000003,12.9145,22.3016,33.4524,9.5988,14.3982
1410,0.305,0.0,0.0,0.0,0.263,0.516,0.0,0.062,0.566,0.36,0.0,0.0,0.0,0.234,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1411,0.32,0.0,0.0,0.0,0.058,0.328,0.0,0.057,0.567,0.357,0.0,0.0,0.0,0.236,0.0,0.0,0.0,1.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1412,0.304,0.0,0.0,0.0,0.057,0.327,0.0,0.066,0.568,0.357,0.0,0.0,0.0,0.236,0.0,0.0,0.0,1.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,0.31,0.0,0.0,0.0,0.061,0.331,0.0,0.066,0.568,0.356,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,0.322,0.0,0.0,0.0,0.049,0.329,0.0,0.06,0.569,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,0.325,0.0,0.0,0.0,0.055,0.332,0.0,0.071,0.573,0.361,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,0.31,0.0,0.0,0.0,0.048,0.33,0.0,0.067,0.572,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417,0.32,0.0,0.0,0.0,0.043,0.331,0.0,0.059,0.572,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,0.33,0.0,0.0,0.0,0.05,0.328,0.0,0.069,0.572,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1419,0.32,0.0,0.0,0.0,0.051,0.328,0.0,0.068,0.573,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,0.327,0.0,0.0,0.0,0.048,0.328,0.0,0.052,0.571,0.359,0.0,0.0,0.0,0.239,0.0,0.0,0.0,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,0.338,0.0,0.0,0.0,0.051,0.328,0.0,0.069,0.572,0.36,0.043,0.0,0.0,0.24,0.0,0.017,0.0,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,2.37,32.265,0.0,4.537,0.099,0.378,0.769,0.402,1.243,1.082,2.318,0.0,0.334,0.945,1.047,8.013,2.325,1.244,1.60615,1.8356000000000003,1.14725,0.031200000000000002,0.0468,1.9620000000000002,2.943
1423,18.295,149.69,30.198,48.04,3.309,2.937,34.547,17.559,12.904,12.963,22.115,46.088,19.125,17.15,75.294,52.157,60.05,15.239,60.85974999999999,69.554,43.47125,20.778800000000004,31.1682,60.4356,90.65339999999999
1424,60.708,250.728,98.69,112.511,23.323,17.389,128.626,45.407,31.038,34.474,46.525,173.194,79.605,52.702,197.329,103.884,157.497,65.367,149.69254999999998,171.0772,106.92325,98.33120000000001,147.4968,187.962,281.943
1425,95.233,350.441,140.412,145.405,58.49,45.751,179.253,59.442,44.646,49.745,67.003,278.23,128.22,70.519,278.485,151.664,226.774,90.826,218.04475,249.19400000000002,155.74625,165.74480000000003,248.6172,278.4576,417.6864
1432,19.087,39.23,59.33,33.313,74.255,54.963,56.341,32.265,24.785,21.463,7.018,129.246,63.746,29.3,138.875,19.219,114.997,30.328,98.57225,112.654,70.40875,106.30640000000001,159.4596,104.28640000000001,156.4296
1433,2.523,0.054,10.559,0.94,18.218,10.592,7.111,6.296,4.392,4.845,0.377,21.976,12.046,3.279,14.655,0.461,21.874,4.268,18.0964,20.681600000000003,12.926,22.6124,33.9186,10.1344,15.2016
1434,0.307,0.0,0.0,0.0,0.315,0.543,0.0,0.056,0.565,0.36,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1435,0.316,0.0,0.0,0.0,0.055,0.326,0.0,0.066,0.563,0.356,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1436,0.311,0.0,0.0,0.0,0.061,0.328,0.0,0.069,0.565,0.356,0.0,0.0,0.0,0.237,0.0,0.0,0.0,1.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,0.305,0.0,0.0,0.0,0.069,0.329,0.0,0.066,0.567,0.357,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1438,0.307,0.0,0.0,0.0,0.062,0.328,0.0,0.061,0.561,0.355,0.0,0.0,0.0,0.235,0.0,0.0,0.0,0.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1439,0.316,0.0,0.0,0.0,0.044,0.322,0.0,0.068,0.568,0.357,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,0.316,0.0,0.0,0.0,0.052,0.33,0.0,0.062,0.569,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1441,0.314,0.0,0.0,0.0,0.056,0.328,0.0,0.068,0.57,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1442,0.319,0.0,0.0,0.0,0.055,0.329,0.0,0.072,0.571,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1443,0.313,0.0,0.0,0.0,0.054,0.329,0.0,0.069,0.572,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1444,0.304,0.0,0.0,0.0,0.06,0.33,0.0,0.064,0.572,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,0.326,0.0,0.0,0.0,0.061,0.326,0.0,0.068,0.569,0.357,0.056,0.0,0.0,0.237,0.0,0.022,0.0,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1446,2.302,33.869,0.0,4.57,0.119,0.383,0.729,0.385,1.214,1.119,1.645,0.0,0.197,0.859,1.184,8.164,2.362,1.214,1.7275999999999998,1.9744000000000002,1.234,0.0076,0.011399999999999999,1.9808000000000001,2.9712
1447,19.858,153.522,31.272,49.237,3.089,2.853,35.431,18.429,13.438,13.4,22.497,47.421,20.32,17.814,78.767,53.283,62.149,15.388,63.730799999999995,72.8352,45.522,20.9276,31.3914,73.626,110.439
1448,61.934,270.383,99.944,113.181,23.344,17.4,130.972,45.919,31.789,35.614,51.252,178.734,82.371,53.467,200.884,104.439,160.83,67.397,151.5409,173.1896,108.2435,99.742,149.613,196.6132,294.9198
1456,18.747,38.286,58.356,32.956,74.951,55.265,55.782,31.963,24.511,21.295,6.831,128.352,63.275,29.486,137.615,18.878,114.109,30.015,98.38219999999998,112.4368,70.273,105.9656,158.9484,104.0336,156.0504
1457,2.202,0.0,9.721,0.464,17.739,10.98,6.392,5.863,3.974,4.433,0.346,20.623,11.596,3.229,14.669,0.417,20.243,3.762,18.8832,21.5808,13.488,22.2384,33.3576,9.2704,13.905599999999998
1458,0.301,0.0,0.0,0.0,0.192,0.464,0.0,0.068,0.57,0.364,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,0.311,0.0,0.0,0.0,0.069,0.327,0.0,0.071,0.568,0.358,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,0.312,0.0,0.0,0.0,0.063,0.327,0.0,0.072,0.569,0.36,0.0,0.0,0.0,0.239,0.0,0.0,0.0,1.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,0.313,0.0,0.0,0.0,0.067,0.33,0.0,0.071,0.572,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,0.329,0.0,0.0,0.0,0.061,0.33,0.0,0.067,0.57,0.359,0.0,0.0,0.0,0.238,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,0.312,0.0,0.0,0.0,0.048,0.329,0.0,0.066,0.572,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,0.32,0.0,0.0,0.0,0.05,0.332,0.0,0.062,0.572,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1465,0.33,0.0,0.0,0.0,0.056,0.33,0.0,0.071,0.575,0.361,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,0.337,0.0,0.0,0.0,0.061,0.33,0.0,0.069,0.576,0.363,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467,0.344,0.0,0.0,0.0,0.055,0.331,0.0,0.072,0.576,0.363,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,0.335,0.0,0.0,0.0,0.057,0.329,0.0,0.072,0.576,0.363,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1469,0.343,0.0,0.0,0.0,0.052,0.331,0.0,0.072,0.576,0.363,0.052,0.0,0.0,0.24,0.0,0.02,0.0,1.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1470,2.227,21.618,0.0,4.657,0.105,0.381,0.0,0.551,1.176,1.04,4.37,0.0,0.653,1.353,0.446,6.194,1.473,1.437,1.4679,1.6776,1.0485,0.0748,0.1122,0.2328,0.34919999999999995
1471,12.786,47.623,10.695,22.054,5.724,5.087,16.016,5.829,5.982,6.39,9.326,28.201,13.227,7.619,21.888,20.952,22.62,9.644,20.3308,23.235200000000003,14.522,16.7564,25.1346,25.6916,38.5374
1473,53.209,261.473,49.208,111.735,20.664,17.184,70.847,22.063,18.819,18.63,48.725,105.322,55.895,35.943,88.272,102.223,80.077,39.778,50.48365,57.695600000000006,36.05975,61.254400000000004,91.88159999999999,98.394,147.591
1479,28.181,75.445,45.757,48.736,40.781,33.56,55.881,20.682,23.893,26.194,14.603,145.132,87.404,18.112,85.905,38.252,79.583,53.242,128.9687,147.39280000000002,92.1205,92.7704,139.1556,99.71000000000001,149.565
1480,15.794,12.989,26.301,17.413,21.822,18.146,30.393,11.976,11.329,12.149,3.078,75.911,41.491,10.571,47.361,9.623,46.873,21.358,73.84755,84.3972,52.74825,49.9264,74.8896,58.44800000000001,87.672
1481,1.711,0.0,0.584,0.41,3.651,3.407,0.634,0.934,1.754,1.657,0.344,5.24,7.0,1.044,0.629,0.37,3.175,2.393,8.435699999999999,9.6408,6.0255,5.3308,7.9962,3.1464,4.7196
1482,0.308,0.0,0.0,0.0,0.097,0.38,0.0,0.065,0.569,0.358,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,0.309,0.0,0.0,0.0,0.062,0.326,0.0,0.072,0.571,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1484,0.315,0.0,0.0,0.0,0.066,0.327,0.0,0.074,0.572,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,0.31,0.0,0.0,0.0,0.069,0.33,0.0,0.074,0.571,0.362,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,0.321,0.0,0.0,0.0,0.068,0.33,0.0,0.077,0.574,0.364,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,0.31,0.0,0.0,0.0,0.061,0.33,0.0,0.078,0.575,0.364,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488,0.333,0.0,0.0,0.0,0.063,0.329,0.0,0.069,0.572,0.364,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,0.335,0.0,0.0,0.0,0.053,0.329,0.0,0.073,0.574,0.364,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,0.332,0.0,0.0,0.0,0.053,0.329,0.0,0.072,0.575,0.364,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,0.342,0.0,0.0,0.0,0.057,0.327,0.0,0.069,0.574,0.363,0.0,0.0,0.0,0.239,0.0,0.0,0.0,1.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1492,0.332,0.0,0.0,0.0,0.053,0.328,0.0,0.073,0.576,0.364,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1493,0.336,0.0,0.0,0.0,0.051,0.328,0.0,0.072,0.575,0.362,0.099,0.0,0.0,0.24,0.0,0.036,0.0,1.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,3.756,41.564,0.788,9.864,0.157,0.422,2.628,1.176,1.67,1.48,5.401,0.927,0.634,1.883,3.659,13.25,4.195,1.506,3.4464499999999996,3.9388,2.46175,0.43320000000000003,0.6497999999999999,4.0336,6.0504
1495,22.461,158.313,33.038,49.132,7.007,6.123,38.651,17.783,12.44,12.625,19.855,58.374,23.366,18.636,76.523,54.693,61.99,16.667,60.951449999999994,69.6588,43.53675,32.0844,48.126599999999996,75.55720000000001,113.33579999999999
1496,66.898,273.08,101.506,116.003,25.17,18.923,132.52,46.388,32.247,35.884,52.235,180.919,85.378,55.393,210.297,108.651,163.798,70.912,157.52765,180.03160000000003,112.51975,106.73240000000001,160.0986,202.9452,304.4178
1504,20.055,42.762,61.719,37.432,80.097,58.916,59.69,33.845,25.993,22.704,7.199,139.437,67.754,30.715,146.024,20.353,121.66,33.149,103.17124999999999,117.91,73.69375,114.9168,172.37519999999998,113.18800000000002,169.782
1505,2.569,0.044,9.942,0.839,18.601,12.144,6.739,5.87,4.117,4.615,0.336,23.019,12.669,3.382,14.929,0.45,20.569,4.41,17.840899999999998,20.3896,12.7435,24.0932,36.139799999999994,11.0248,16.5372
1506,0.313,0.0,0.0,0.0,0.245,0.517,0.0,0.051,0.559,0.352,0.0,0.0,0.0,0.235,0.0,0.0,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1507,0.314,0.0,0.0,0.0,0.055,0.325,0.0,0.067,0.565,0.358,0.0,0.0,0.0,0.239,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1508,0.321,0.0,0.0,0.0,0.056,0.328,0.0,0.066,0.569,0.36,0.0,0.0,0.0,0.236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509,0.314,0.0,0.0,0.0,0.062,0.327,0.0,0.066,0.569,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1510,0.317,0.0,0.0,0.0,0.055,0.328,0.0,0.073,0.571,0.362,0.0,0.0,0.0,0.239,0.0,0.0,0.0,1.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1511,0.319,0.0,0.0,0.0,0.048,0.329,0.0,0.067,0.569,0.36,0.0,0.0,0.0,0.239,0.0,0.0,0.0,1.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1512,0.313,0.0,0.0,0.0,0.056,0.328,0.0,0.075,0.572,0.364,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,0.31,0.0,0.0,0.0,0.06,0.328,0.0,0.072,0.573,0.363,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514,0.34,0.0,0.0,0.0,0.06,0.328,0.0,0.072,0.576,0.363,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515,0.331,0.0,0.0,0.0,0.058,0.328,0.0,0.074,0.576,0.362,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1516,0.332,0.0,0.0,0.0,0.061,0.329,0.0,0.072,0.576,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1517,0.331,0.0,0.0,0.0,0.052,0.328,0.0,0.073,0.573,0.36,0.094,0.0,0.0,0.24,0.0,0.039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518,2.801,43.067,0.0,6.242,0.16,0.431,1.55,0.757,1.642,1.449,2.553,0.0,0.308,0.972,2.584,10.41,3.691,1.32,3.2046,3.6624000000000003,2.289,0.1376,0.20639999999999997,3.0624000000000002,4.5935999999999995
1519,23.405,168.719,36.68,55.595,3.501,3.189,40.963,21.486,14.791,14.587,26.19,56.883,24.97,21.045,89.154,58.883,69.281,17.09,72.1357,82.44080000000001,51.5255,25.345200000000002,38.0178,81.6284,122.4426
1520,68.091,284.516,107.164,122.932,25.657,19.209,140.793,49.046,33.095,37.428,54.002,192.347,86.8,56.252,211.006,111.221,169.094,71.991,159.21255,181.9572,113.72325,109.0148,163.52219999999997,208.7768,313.16519999999997
1527,52.928,140.982,92.327,87.819,75.901,61.271,98.578,42.81,34.175,36.518,25.757,213.355,95.982,40.987,184.296,62.016,157.71,56.296,129.66764999999998,148.1916,92.61975,150.5376,225.8064,181.59480000000002,272.3922
1528,24.869,50.574,50.771,40.872,49.815,40.455,52.13,24.89,19.858,19.635,9.595,121.028,57.964,23.697,104.538,24.671,92.509,29.649,74.07085,84.6524,52.90775,89.8408,134.7612,97.1348,145.70219999999998
1529,5.059,0.779,12.157,4.237,16.691,12.962,10.654,6.156,5.561,5.833,0.453,37.38,17.479,4.327,19.394,1.468,23.488,7.86,18.62525,21.286,13.30375,30.375200000000003,45.5628,20.192800000000002,30.289199999999997
1530,0.307,0.0,0.0,0.0,0.484,0.714,0.0,0.058,0.569,0.363,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.998,0.0,0.0,0.0,0.0244,0.0366,0.0,0.0
1531,0.318,0.0,0.0,0.0,0.058,0.324,0.0,0.065,0.567,0.356,0.0,0.0,0.0,0.236,0.0,0.0,0.0,1.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,0.319,0.0,0.0,0.0,0.058,0.326,0.0,0.071,0.568,0.356,0.0,0.0,0.0,0.238,0.0,0.0,0.0,1.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,0.33,0.0,0.0,0.0,0.057,0.33,0.0,0.069,0.572,0.359,0.0,0.0,0.0,0.237,0.0,0.0,0.0,1.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
